iter	Logloss
254	0.2418007121
255	0.2416680795
256	0.2415510346
257	0.2413458107
258	0.2411902982
259	0.2411216563
260	0.2411008903
261	0.2409506638
262	0.2405492036
263	0.2403273637
264	0.2401149072
265	0.2398927261
266	0.2398738507
267	0.2397286148
268	0.2397035282
269	0.2395107673
270	0.2393959954
271	0.2392406646
272	0.2389267079
273	0.2387307714
274	0.2385487051
275	0.2385272718
276	0.2382650248
277	0.2375332997
278	0.2372024065
279	0.2370831578
280	0.2368911118
281	0.2368884345
282	0.236779867
283	0.2363916853
284	0.2361105108
285	0.235942032
286	0.2359273986
287	0.2356921728
288	0.2354481297
289	0.2352819134
290	0.2352313774
291	0.2349913871
292	0.2348253052
293	0.2344360638
294	0.2343103978
295	0.2342031762
296	0.2338036704
297	0.2337160011
298	0.2334816572
299	0.2333734147
300	0.2332196866
301	0.2328275059
302	0.2327155864
303	0.2326953866
304	0.2323801659
305	0.2323607423
306	0.2322354847
307	0.2322246011
308	0.2320386791
309	0.2317662428
310	0.2316067272
311	0.2313598804
312	0.2311748749
313	0.2309086453
314	0.2306586692
315	0.2306229364
316	0.2304555666
317	0.2303081112
318	0.2301454826
319	0.2299943054
320	0.2297485088
321	0.2296717722
322	0.2296526488
323	0.2294206709
324	0.2291759265
325	0.2289147841
326	0.2287421622
327	0.2287145348
328	0.2286889703
329	0.2284765118
330	0.2284561902
331	0.2281775658
332	0.2280538357
333	0.2278146765
334	0.2276632209
335	0.2274667485
336	0.2273759494
337	0.2271521044
338	0.2270386283
339	0.2268231549
340	0.2265605503
341	0.2264038907
342	0.226393405
343	0.2261490394
344	0.2259357486
345	0.2258856971
346	0.2257571651
347	0.2256129298
348	0.2255947827
349	0.2255754418
350	0.2252414852
351	0.2251981077
352	0.2250837131
353	0.2249437826
354	0.2249300005
355	0.2245290656
356	0.224183664
357	0.224085698
358	0.2240746957
359	0.2240628621
360	0.2240145556
361	0.2238318031
362	0.2236389953
363	0.2235212067
364	0.2233433505
365	0.2232264601
366	0.2231106218
367	0.2230915885
368	0.2227683222
369	0.2224346071
370	0.2223489059
371	0.2223022488
372	0.2222846022
373	0.2221776763
374	0.2220043076
375	0.2218989838
376	0.2215767789
377	0.2215409272
378	0.2212856183
379	0.2210737726
380	0.2208729614
381	0.220858435
382	0.2206697911
383	0.2202740267
384	0.2200542651
385	0.2199444523
386	0.2197688685
387	0.2197344022
388	0.2197016004
389	0.2196387374
390	0.2193003779
391	0.2191958846
392	0.2189531506
393	0.2188388651
394	0.2188236627
395	0.2187245805
396	0.2185117917
397	0.2185048905
398	0.2183512279
399	0.2181503022
400	0.2179097947
401	0.2177105776
402	0.2175139835
403	0.2173065377
404	0.2172632448
405	0.2171186785
406	0.2171097903
407	0.2171013851
408	0.2169833993
409	0.2167806538
410	0.21676728
411	0.2166659919
412	0.2165328166
413	0.2165217502
414	0.2164098945
415	0.2163346195
416	0.2163126318
417	0.2162147641
418	0.2159983283
419	0.2157206038
420	0.2156437883
421	0.2155110615
422	0.2154115088
423	0.2152517128
424	0.2151289658
425	0.2151143238
426	0.2149157351
427	0.2148598296
428	0.2148033816
429	0.2146453258
430	0.2145734049
431	0.2144697521
432	0.2142177119
433	0.2141449644
434	0.2140693637
435	0.2140583548
436	0.2140315548
437	0.2138335843
438	0.2137564665
439	0.2136585541
440	0.2135803648
441	0.2132231446
442	0.2130752571
443	0.2130526069
444	0.2128622373
445	0.2128210865
446	0.2127437142
447	0.2125989534
448	0.2124812585
449	0.2123489186
450	0.2122845312
451	0.2121143966
452	0.2120442419
453	0.2119420002
454	0.2119144437
455	0.2117159759
456	0.2116713255
457	0.2114460651
458	0.2111406331
459	0.2110082665
460	0.2109678283
461	0.210956989
462	0.2109220511
463	0.2107375846
464	0.2105934392
465	0.2104644094
466	0.210422554
467	0.2103309749
468	0.2103172825
469	0.2099149614
470	0.2097325566
471	0.2096998476
472	0.209696605
473	0.2096554305
474	0.20964868
475	0.2095986177
476	0.2094644619
477	0.2093282033
478	0.2093250183
479	0.209161372
480	0.2090269489
481	0.2088081989
482	0.2087953729
483	0.2087881211
484	0.2086100404
485	0.2083688913
486	0.2082336082
487	0.2080072172
488	0.2078872569
489	0.2078376683
490	0.2078251703
491	0.2075946319
492	0.2073954359
493	0.2073425297
494	0.2073171908
495	0.2071431111
496	0.2069856736
497	0.2069786877
498	0.2069665648
499	0.2067944602
500	0.2066923943
501	0.2066415874
502	0.2064526728
503	0.2064440954
504	0.2064211335
505	0.206409208
506	0.206159901
507	0.2061032617
508	0.2059023225
509	0.2057304444
510	0.2053875185
511	0.2053066579
512	0.2051893798
513	0.2048984703
514	0.2047915481
515	0.2047153655
516	0.2046232732
517	0.2046030833
518	0.2045054507
519	0.2043606404
520	0.2041645088
521	0.2040669961
522	0.2039635057
523	0.2038352643
524	0.2037183183
525	0.2036005765
526	0.2033036315
527	0.2031812014
528	0.2030672275
529	0.2029733399
530	0.2028632499
531	0.2028086014
532	0.2026648067
533	0.2026111146
534	0.2025608575
535	0.202371356
536	0.202298109
537	0.2021301054
538	0.2020238936
539	0.2020124443
540	0.2019997677
541	0.2019212304
542	0.2018680849
543	0.2018138165
544	0.2015992777
545	0.2013369136
546	0.2013117215
547	0.2011463906
548	0.2007813921
549	0.2007698563
550	0.2007445919
551	0.2005265272
552	0.2003843635
553	0.2001078442
554	0.2001037595
555	0.2000513286
556	0.199869559
557	0.1997494811
558	0.1996749661
559	0.1995105021
560	0.1993971486
561	0.1992618808
562	0.1991322168
563	0.1989239696
564	0.198916097
565	0.1989042868
566	0.1988508272
567	0.1988440157
568	0.1987261476
569	0.1987184164
570	0.1986717032
571	0.1985909212
572	0.1985633916
573	0.1985125575
574	0.1983749653
575	0.1982518459
576	0.1982518007
577	0.1981577205
578	0.198156363
579	0.1981314678
580	0.1980282204
581	0.1979809961
582	0.1979125561
583	0.1977022981
584	0.1975803133
585	0.1974132955
586	0.1973603885
587	0.1973193795
588	0.1972570131
589	0.1971444338
590	0.1971217579
591	0.196965251
592	0.1969031679
593	0.1966463393
594	0.1965855559
595	0.1964814321
596	0.1963680702
597	0.1962886283
598	0.1960628779
599	0.1959979952
600	0.1958162023
601	0.1957988387
602	0.1957923483
603	0.1957599648
604	0.195649808
605	0.1956392527
606	0.195598885
607	0.1955768787
608	0.1953630184
609	0.1953269657
610	0.1953059847
611	0.1953014186
612	0.1950380719
613	0.194995862
614	0.1948142025
615	0.1946604864
616	0.1946502255
617	0.1944640327
618	0.1942445378
619	0.1940420795
620	0.1939821441
621	0.1939620301
622	0.1937480388
623	0.19367691
624	0.1935776082
625	0.1933087485
626	0.1931724672
627	0.1930413897
628	0.1929816415
629	0.1929715471
630	0.1929198679
631	0.1927981836
632	0.192728515
633	0.1926724515
634	0.1925732065
635	0.192555426
636	0.1924221306
637	0.1923812793
638	0.192335538
639	0.1923212141
640	0.192146373
641	0.1920136173
642	0.19181425
643	0.1917886759
644	0.1916113751
645	0.1915333413
646	0.1915235705
647	0.1913370492
648	0.1912108376
649	0.1911574743
650	0.1911515321
651	0.1911457576
652	0.1910417485
653	0.1908653912
654	0.190797004
655	0.190709235
656	0.1905846491
657	0.1905220129
658	0.1903328109
659	0.1903274666
660	0.1902178645
661	0.1901665451
662	0.190102482
663	0.1900252665
664	0.1899409989
665	0.1898537878
666	0.1897115866
667	0.1896696323
668	0.1896103433
669	0.1896041071
670	0.1895764276
671	0.1895614904
672	0.1895364731
673	0.1894938537
674	0.1894776731
675	0.1894732795
676	0.1893625933
677	0.1893147653
678	0.1893095745
679	0.1891336291
680	0.1889764715
681	0.1888467364
682	0.1888400952
683	0.1886756574
684	0.1886154871
685	0.1885952128
686	0.1884445822
687	0.1883665085
688	0.1882877642
689	0.1881475891
690	0.1880764098
691	0.1880154869
692	0.1879032641
693	0.1878946931
694	0.187765856
695	0.187635046
696	0.1875884273
697	0.1875089619
698	0.1873296472
699	0.1873126407
700	0.1871495681
701	0.187067837
702	0.187022337
703	0.1869658607
704	0.1869019405
705	0.1869003191
706	0.1868212753
707	0.1867087723
708	0.1866413308
709	0.1865437055
710	0.1865328395
711	0.1864731367
712	0.1864563477
713	0.1862803924
714	0.1861346404
715	0.1859141797
716	0.185834927
717	0.1858332593
718	0.1857496323
719	0.1856726832
720	0.1855504016
721	0.1855232918
722	0.1854241573
723	0.1854083318
724	0.1853905531
725	0.1852685633
726	0.185267271
727	0.1850876292
728	0.1849563108
729	0.184903222
730	0.1848921937
731	0.1847816266
732	0.1847275969
733	0.1846793371
734	0.1846743412
735	0.184526149
736	0.1844074114
737	0.1840983242
738	0.1839442087
739	0.1839096673
740	0.1838644305
741	0.1838005337
742	0.1837299832
743	0.1836296334
744	0.1835450904
745	0.1834778623
746	0.1832777505
747	0.1832414282
748	0.1831382897
749	0.1831333992
750	0.1829909079
751	0.1828837057
752	0.182747751
753	0.1826073837
754	0.1824448137
755	0.1823297192
756	0.1822930353
757	0.1821643244
758	0.1820061362
759	0.1819519388
760	0.1818661058
761	0.1817346697
762	0.181732154
763	0.1815084993
764	0.181458662
765	0.181322365
766	0.1812451447
767	0.1812409953
768	0.1810806705
769	0.1809994623
770	0.1809946954
771	0.1808999058
772	0.1807417559
773	0.1806265069
774	0.1805717701
775	0.1805151001
776	0.1801864697
777	0.1801839544
778	0.1801755783
779	0.1800933149
780	0.1800559514
781	0.1799783934
782	0.1798574225
783	0.1798549021
784	0.1796304812
785	0.1796209178
786	0.1794871101
787	0.1793832384
788	0.1793480891
789	0.1793164607
790	0.179256469
791	0.179106887
792	0.1790856603
793	0.1790160811
794	0.1789627842
795	0.178735628
796	0.1786283973
797	0.1785676634
798	0.1784682215
799	0.1784327208
800	0.1783489619
801	0.1783212026
802	0.1781592431
803	0.1780662074
804	0.1778370879
805	0.1778075749
806	0.1776571286
807	0.1776187533
808	0.1775119571
809	0.1772710778
810	0.1771729025
811	0.1771693129
812	0.1771073064
813	0.1771034958
814	0.1769021256
815	0.1768438392
816	0.1766805856
817	0.1765904933
818	0.176384783
819	0.1763370574
820	0.1763117435
821	0.1762908082
822	0.1762499134
823	0.1762455586
824	0.176148928
825	0.1760228651
826	0.1759273805
827	0.1758706742
828	0.1758673597
829	0.1756741742
830	0.1755925886
831	0.1755895775
832	0.1754648401
833	0.1754648338
834	0.1754584662
835	0.1754486068
836	0.1753487064
837	0.1751618166
838	0.1751578213
839	0.1751528597
840	0.1751463772
841	0.17509924
842	0.1749129416
843	0.1747515164
844	0.1746989396
845	0.1746285689
846	0.174576866
847	0.1745712009
848	0.1745622661
849	0.1745406543
850	0.1744334304
851	0.1743974306
852	0.1742424711
853	0.1742115212
854	0.1741731157
855	0.1741488402
856	0.1741371257
857	0.1741285136
858	0.1739417093
859	0.1738495576
860	0.1737786664
861	0.1737755399
862	0.1737045293
863	0.1737015599
864	0.1736975884
865	0.1736949832
866	0.173653005
867	0.1736091503
868	0.1735063081
869	0.1734106635
870	0.1733904193
871	0.173337948
872	0.1732461467
873	0.1731751729
874	0.1730579991
875	0.172999527
876	0.1729909264
877	0.1729826532
878	0.172922425
879	0.1727830606
880	0.1727747184
881	0.1726384399
882	0.1726303778
883	0.1725583784
884	0.1725537732
885	0.172510583
886	0.1724440972
887	0.1724277184
888	0.1723723256
889	0.172212205
890	0.1721113083
891	0.1719874583
892	0.1719316549
893	0.1718851429
894	0.1718759151
895	0.1718474082
896	0.1718007402
897	0.1716405247
898	0.1714356515
899	0.1713611251
900	0.1713329479
901	0.1712765175
902	0.1712739736
903	0.171195358
904	0.1711307112
905	0.1709954089
906	0.1709523223
907	0.1709457138
908	0.1709388181
909	0.1709099977
910	0.1708571608
911	0.1708426345
912	0.1707381823
913	0.1705968321
914	0.170507443
915	0.1703554204
916	0.1702224415
917	0.1701059945
918	0.1700422507
919	0.1699650046
920	0.1698544284
921	0.1697493755
922	0.1696582355
923	0.1695851312
924	0.1694602942
925	0.1694579983
926	0.1692946009
927	0.1692903563
928	0.1692149589
929	0.1691594297
930	0.1691026601
931	0.1689699322
932	0.1688500806
933	0.1687939963
934	0.1687891902
935	0.1687870196
936	0.1687686533
937	0.1686925149
938	0.1686286865
939	0.1685499671
940	0.1685429105
941	0.1684440348
942	0.1683626214
943	0.1683079102
944	0.1682851941
945	0.1682829922
946	0.1681911304
947	0.1681573435
948	0.1680720194
949	0.1680490709
950	0.1680455977
951	0.1679548214
952	0.1679154371
953	0.1678366795
954	0.1678313331
955	0.167828487
956	0.1677506314
957	0.1676328139
958	0.1676024296
959	0.1674992231
960	0.1673190832
961	0.1671593699
962	0.1670461025
963	0.1670451896
964	0.1670364317
965	0.1669720734
966	0.1669478639
967	0.1668301828
968	0.1667777253
969	0.1667743864
970	0.1667531971
971	0.1667511674
972	0.1666728675
973	0.1665963456
974	0.1665942974
975	0.1665178914
976	0.1664981988
977	0.166433881
978	0.1663065589
979	0.1661411699
980	0.1660542484
981	0.1660055932
982	0.165949593
983	0.1659407722
984	0.1658930691
985	0.1658659191
986	0.1658428804
987	0.1657262393
988	0.1656708324
989	0.1656630881
990	0.1655337598
991	0.1655292659
992	0.1654530735
993	0.165266485
994	0.1652272
995	0.1651790252
996	0.1651316557
997	0.1651297895
998	0.1650167393
999	0.1648847663
1000	0.1648727596
1001	0.1648642708
1002	0.1648011198
1003	0.1646652919
1004	0.16466124
1005	0.164510968
1006	0.1645045716
1007	0.1644498778
1008	0.1644150858
1009	0.164391061
1010	0.1643192987
1011	0.1640997651
1012	0.164027398
1013	0.1639145679
1014	0.1638038127
